station,date,product,element,value
aceround,2021-04-08,gridmet,tmin,269.2999878
aceround,2021-04-09,gridmet,tmin,268.7999878
aceround,2021-04-10,gridmet,tmin,271.6000061
aceround,2021-04-11,gridmet,tmin,267.7999878
aceround,2021-04-12,gridmet,tmin,267.2000122
aceround,2021-04-13,gridmet,tmin,265.2999878
aceround,2021-04-14,gridmet,tmin,268.1000061
aceround,2021-04-15,gridmet,tmin,270.1000061
aceround,2021-04-16,gridmet,tmin,269.8999939
aceround,2021-04-17,gridmet,tmin,270.5
aceround,2021-04-18,gridmet,tmin,268.7999878
aceround,2021-04-19,gridmet,tmin,267.7000122
aceround,2021-04-20,gridmet,tmin,266.6000061
aceround,2021-04-21,gridmet,tmin,266.8999939
aceround,2021-04-22,gridmet,tmin,269.7999878
aceround,2021-04-23,gridmet,tmin,269.8999939
aceround,2021-04-24,gridmet,tmin,271.7000122
aceround,2021-04-25,gridmet,tmin,276.2999878
aceround,2021-04-26,gridmet,tmin,273
aceround,2021-04-27,gridmet,tmin,274.2999878
aceround,2021-04-28,gridmet,tmin,279.8999939
aceround,2021-04-29,gridmet,tmin,282.1000061
aceround,2021-04-30,gridmet,tmin,281.6000061
acesidne,2021-04-01,gridmet,tmin,272
acesidne,2021-04-02,gridmet,tmin,277
acesidne,2021-04-03,gridmet,tmin,275
acesidne,2021-04-04,gridmet,tmin,274.3999939
acesidne,2021-04-05,gridmet,tmin,273.2999878
acesidne,2021-04-06,gridmet,tmin,272.6000061
acesidne,2021-04-07,gridmet,tmin,271.7999878
acesidne,2021-04-08,gridmet,tmin,275.3999939
acesidne,2021-04-09,gridmet,tmin,271.3999939
acesidne,2021-04-10,gridmet,tmin,273.1000061
acesidne,2021-04-11,gridmet,tmin,270.7999878
acesidne,2021-04-12,gridmet,tmin,269
acesidne,2021-04-13,gridmet,tmin,267.8999939
acesidne,2021-04-14,gridmet,tmin,267.8999939
acesidne,2021-04-15,gridmet,tmin,270.7000122
acesidne,2021-04-16,gridmet,tmin,269.8999939
acesidne,2021-04-17,gridmet,tmin,269.6000061
acesidne,2021-04-18,gridmet,tmin,265.8999939
acesidne,2021-04-19,gridmet,tmin,266
acesidne,2021-04-20,gridmet,tmin,266.3999939
acesidne,2021-04-21,gridmet,tmin,268.2999878
acesidne,2021-04-22,gridmet,tmin,270.6000061
acesidne,2021-04-23,gridmet,tmin,267.2000122
acesidne,2021-04-24,gridmet,tmin,267.7000122
acesidne,2021-04-25,gridmet,tmin,275.3999939
acesidne,2021-04-26,gridmet,tmin,274.7999878
acesidne,2021-04-27,gridmet,tmin,275.7999878
acesidne,2021-04-28,gridmet,tmin,276.2999878
acesidne,2021-04-29,gridmet,tmin,277.8999939
acesidne,2021-04-30,gridmet,tmin,281.8999939
arskeogh,2021-04-01,gridmet,tmin,271.2999878
arskeogh,2021-04-02,gridmet,tmin,275.2999878
arskeogh,2021-04-03,gridmet,tmin,275.1000061
arskeogh,2021-04-04,gridmet,tmin,275.3999939
arskeogh,2021-04-05,gridmet,tmin,276.6000061
arskeogh,2021-04-06,gridmet,tmin,271.5
arskeogh,2021-04-07,gridmet,tmin,271.6000061
arskeogh,2021-04-08,gridmet,tmin,274.5
arskeogh,2021-04-09,gridmet,tmin,272.7999878
arskeogh,2021-04-10,gridmet,tmin,272.3999939
arskeogh,2021-04-11,gridmet,tmin,270.7999878
arskeogh,2021-04-12,gridmet,tmin,268.2000122
arskeogh,2021-04-13,gridmet,tmin,268.3999939
arskeogh,2021-04-14,gridmet,tmin,268.7999878
arskeogh,2021-04-15,gridmet,tmin,271
arskeogh,2021-04-16,gridmet,tmin,268.7999878
arskeogh,2021-04-17,gridmet,tmin,268.3999939
arskeogh,2021-04-18,gridmet,tmin,270
arskeogh,2021-04-19,gridmet,tmin,268.7999878
arskeogh,2021-04-20,gridmet,tmin,266.2000122
arskeogh,2021-04-21,gridmet,tmin,266.7000122
arskeogh,2021-04-22,gridmet,tmin,271.6000061
arskeogh,2021-04-23,gridmet,tmin,270.6000061
arskeogh,2021-04-24,gridmet,tmin,270.7000122
arskeogh,2021-04-25,gridmet,tmin,277.1000061
arskeogh,2021-04-26,gridmet,tmin,276.1000061
arskeogh,2021-04-27,gridmet,tmin,275.7000122
arskeogh,2021-04-28,gridmet,tmin,277.2000122
arskeogh,2021-04-29,gridmet,tmin,279.2999878
arskeogh,2021-04-30,gridmet,tmin,283
arskeose,2021-04-01,gridmet,tmin,270.6000061
arskeose,2021-04-02,gridmet,tmin,272.5
arskeose,2021-04-03,gridmet,tmin,273.7000122
arskeose,2021-04-04,gridmet,tmin,273.7000122
arskeose,2021-04-05,gridmet,tmin,276.7999878
arskeose,2021-04-06,gridmet,tmin,270
arskeose,2021-04-07,gridmet,tmin,270
arskeose,2021-04-08,gridmet,tmin,273.8999939
arskeose,2021-04-09,gridmet,tmin,271.8999939
arskeose,2021-04-10,gridmet,tmin,272.2000122
arskeose,2021-04-11,gridmet,tmin,271
arskeose,2021-04-12,gridmet,tmin,268.2000122
arskeose,2021-04-13,gridmet,tmin,268.7000122
arskeose,2021-04-14,gridmet,tmin,269.1000061
arskeose,2021-04-15,gridmet,tmin,271.2000122
arskeose,2021-04-16,gridmet,tmin,266.7999878
arskeose,2021-04-17,gridmet,tmin,267.2000122
arskeose,2021-04-18,gridmet,tmin,269.7000122
arskeose,2021-04-19,gridmet,tmin,269.5
arskeose,2021-04-20,gridmet,tmin,265.2999878
arskeose,2021-04-21,gridmet,tmin,265.8999939
arskeose,2021-04-22,gridmet,tmin,270.7000122
arskeose,2021-04-23,gridmet,tmin,269.7000122
arskeose,2021-04-24,gridmet,tmin,270.5
arskeose,2021-04-25,gridmet,tmin,277.5
arskeose,2021-04-26,gridmet,tmin,274
arskeose,2021-04-27,gridmet,tmin,273.7999878
arskeose,2021-04-28,gridmet,tmin,277.1000061
arskeose,2021-04-29,gridmet,tmin,279.3999939
arskeose,2021-04-30,gridmet,tmin,282.3999939
arskeosw,2021-04-01,gridmet,tmin,272
arskeosw,2021-04-02,gridmet,tmin,275.7999878
arskeosw,2021-04-03,gridmet,tmin,276
arskeosw,2021-04-04,gridmet,tmin,275.6000061
arskeosw,2021-04-05,gridmet,tmin,277.2000122
arskeosw,2021-04-06,gridmet,tmin,271.5
arskeosw,2021-04-07,gridmet,tmin,271.8999939
arskeosw,2021-04-08,gridmet,tmin,274
arskeosw,2021-04-09,gridmet,tmin,273.3999939
arskeosw,2021-04-10,gridmet,tmin,272.7000122
arskeosw,2021-04-11,gridmet,tmin,271
arskeosw,2021-04-12,gridmet,tmin,268.2000122
arskeosw,2021-04-13,gridmet,tmin,268.2999878
arskeosw,2021-04-14,gridmet,tmin,268.7000122
arskeosw,2021-04-15,gridmet,tmin,270.8999939
arskeosw,2021-04-16,gridmet,tmin,269.2000122
arskeosw,2021-04-17,gridmet,tmin,269.8999939
arskeosw,2021-04-18,gridmet,tmin,269.7999878
arskeosw,2021-04-19,gridmet,tmin,269.2000122
arskeosw,2021-04-20,gridmet,tmin,266.6000061
arskeosw,2021-04-21,gridmet,tmin,267
arskeosw,2021-04-22,gridmet,tmin,271.3999939
arskeosw,2021-04-23,gridmet,tmin,270.2999878
arskeosw,2021-04-24,gridmet,tmin,271
arskeosw,2021-04-25,gridmet,tmin,277.3999939
arskeosw,2021-04-26,gridmet,tmin,275.7999878
arskeosw,2021-04-27,gridmet,tmin,275.6000061
arskeosw,2021-04-28,gridmet,tmin,277.2000122
arskeosw,2021-04-29,gridmet,tmin,279.2999878
arskeosw,2021-04-30,gridmet,tmin,284.5
bentlake,2021-04-01,gridmet,tmin,275.5
bentlake,2021-04-02,gridmet,tmin,279.7999878
bentlake,2021-04-03,gridmet,tmin,278.5
bentlake,2021-04-04,gridmet,tmin,273.1000061
bentlake,2021-04-05,gridmet,tmin,268.2999878
bentlake,2021-04-06,gridmet,tmin,268.3999939
bentlake,2021-04-07,gridmet,tmin,273.3999939
bentlake,2021-04-08,gridmet,tmin,267.5
bentlake,2021-04-09,gridmet,tmin,269.1000061
bentlake,2021-04-10,gridmet,tmin,269.1000061
bentlake,2021-04-11,gridmet,tmin,265
bentlake,2021-04-12,gridmet,tmin,265.8999939
bentlake,2021-04-13,gridmet,tmin,263.2999878
bentlake,2021-04-14,gridmet,tmin,270
bentlake,2021-04-15,gridmet,tmin,269.3999939
bentlake,2021-04-16,gridmet,tmin,268.8999939
bentlake,2021-04-17,gridmet,tmin,269.6000061
bentlake,2021-04-18,gridmet,tmin,266.8999939
bentlake,2021-04-19,gridmet,tmin,266
bentlake,2021-04-20,gridmet,tmin,267.5
bentlake,2021-04-21,gridmet,tmin,267.5
bentlake,2021-04-22,gridmet,tmin,268.8999939
bentlake,2021-04-23,gridmet,tmin,268.6000061
bentlake,2021-04-24,gridmet,tmin,271.1000061
bentlake,2021-04-25,gridmet,tmin,273.6000061
bentlake,2021-04-26,gridmet,tmin,272.2999878
bentlake,2021-04-27,gridmet,tmin,274
bentlake,2021-04-28,gridmet,tmin,279.1000061
bentlake,2021-04-29,gridmet,tmin,284.1000061
bentlake,2021-04-30,gridmet,tmin,281.2000122
blm1arge,2021-04-01,gridmet,tmin,269.7000122
blm1arge,2021-04-02,gridmet,tmin,274.7999878
blm1arge,2021-04-03,gridmet,tmin,275.7999878
blm1arge,2021-04-04,gridmet,tmin,275.1000061
blm1arge,2021-04-05,gridmet,tmin,271.2999878
blm1arge,2021-04-06,gridmet,tmin,271.2999878
blm1arge,2021-04-07,gridmet,tmin,272.2999878
blm1arge,2021-04-08,gridmet,tmin,265.8999939
blm1arge,2021-04-09,gridmet,tmin,265.5
blm1arge,2021-04-10,gridmet,tmin,263
blm1arge,2021-04-11,gridmet,tmin,262.8999939
blm1arge,2021-04-12,gridmet,tmin,263
blm1arge,2021-04-13,gridmet,tmin,264.7999878
blm1arge,2021-04-14,gridmet,tmin,265.3999939
blm1arge,2021-04-15,gridmet,tmin,268.2999878
blm1arge,2021-04-16,gridmet,tmin,268.8999939
blm1arge,2021-04-17,gridmet,tmin,268.8999939
blm1arge,2021-04-18,gridmet,tmin,268.3999939
blm1arge,2021-04-19,gridmet,tmin,262.7999878
blm1arge,2021-04-20,gridmet,tmin,262.7000122
blm1arge,2021-04-21,gridmet,tmin,264.1000061
blm1arge,2021-04-22,gridmet,tmin,269.2000122
blm1arge,2021-04-23,gridmet,tmin,269.2000122
blm1arge,2021-04-24,gridmet,tmin,273.7000122
blm1arge,2021-04-25,gridmet,tmin,272.2999878
blm1arge,2021-04-26,gridmet,tmin,269.6000061
blm1arge,2021-04-27,gridmet,tmin,269.6000061
blm1arge,2021-04-28,gridmet,tmin,273.3999939
blm1arge,2021-04-29,gridmet,tmin,275.2000122
blm1arge,2021-04-30,gridmet,tmin,279.8999939
blm2virg,2021-04-01,gridmet,tmin,272.1000061
blm2virg,2021-04-02,gridmet,tmin,275.7000122
blm2virg,2021-04-03,gridmet,tmin,277.7000122
blm2virg,2021-04-04,gridmet,tmin,276.5
blm2virg,2021-04-05,gridmet,tmin,272.8999939
blm2virg,2021-04-06,gridmet,tmin,271.7000122
blm2virg,2021-04-07,gridmet,tmin,273
blm2virg,2021-04-08,gridmet,tmin,266.2999878
blm2virg,2021-04-09,gridmet,tmin,265.2999878
blm2virg,2021-04-10,gridmet,tmin,263.7000122
blm2virg,2021-04-11,gridmet,tmin,263.3999939
blm2virg,2021-04-12,gridmet,tmin,263.5
blm2virg,2021-04-13,gridmet,tmin,264.7999878
blm2virg,2021-04-14,gridmet,tmin,265.2999878
blm2virg,2021-04-15,gridmet,tmin,267.7999878
blm2virg,2021-04-16,gridmet,tmin,267.8999939
blm2virg,2021-04-17,gridmet,tmin,268.3999939
blm2virg,2021-04-18,gridmet,tmin,267.6000061
blm2virg,2021-04-19,gridmet,tmin,263.8999939
blm2virg,2021-04-20,gridmet,tmin,263.3999939
blm2virg,2021-04-21,gridmet,tmin,262.6000061
blm2virg,2021-04-22,gridmet,tmin,267.2999878
blm2virg,2021-04-23,gridmet,tmin,268.2999878
blm2virg,2021-04-24,gridmet,tmin,273.8999939
blm2virg,2021-04-25,gridmet,tmin,272.7999878
blm2virg,2021-04-26,gridmet,tmin,270.8999939
blm2virg,2021-04-27,gridmet,tmin,270.7999878
blm2virg,2021-04-28,gridmet,tmin,272.5
blm2virg,2021-04-29,gridmet,tmin,275.1000061
blm2virg,2021-04-30,gridmet,tmin,280.7000122
blm3mcca,2021-04-01,gridmet,tmin,271.1000061
blm3mcca,2021-04-02,gridmet,tmin,276.5
blm3mcca,2021-04-03,gridmet,tmin,278.2999878
blm3mcca,2021-04-04,gridmet,tmin,274.6000061
blm3mcca,2021-04-05,gridmet,tmin,272.2999878
blm3mcca,2021-04-06,gridmet,tmin,271
blm3mcca,2021-04-07,gridmet,tmin,271.5
blm3mcca,2021-04-08,gridmet,tmin,267.1000061
blm3mcca,2021-04-09,gridmet,tmin,266.3999939
blm3mcca,2021-04-10,gridmet,tmin,264.7999878
blm3mcca,2021-04-11,gridmet,tmin,264.8999939
blm3mcca,2021-04-12,gridmet,tmin,264.2000122
blm3mcca,2021-04-13,gridmet,tmin,264.5
blm3mcca,2021-04-14,gridmet,tmin,265.7999878
blm3mcca,2021-04-15,gridmet,tmin,270.7999878
blm3mcca,2021-04-16,gridmet,tmin,271.6000061
blm3mcca,2021-04-17,gridmet,tmin,270.5
blm3mcca,2021-04-18,gridmet,tmin,266.7000122
blm3mcca,2021-04-19,gridmet,tmin,263.6000061
blm3mcca,2021-04-20,gridmet,tmin,263.2000122
blm3mcca,2021-04-21,gridmet,tmin,265.7000122
blm3mcca,2021-04-22,gridmet,tmin,269.3999939
blm3mcca,2021-04-23,gridmet,tmin,267.7999878
blm3mcca,2021-04-24,gridmet,tmin,273
blm3mcca,2021-04-25,gridmet,tmin,272.3999939
blm3mcca,2021-04-26,gridmet,tmin,271.2999878
blm3mcca,2021-04-27,gridmet,tmin,270.8999939
blm3mcca,2021-04-28,gridmet,tmin,275.2999878
blm3mcca,2021-04-29,gridmet,tmin,277.7000122
blm3mcca,2021-04-30,gridmet,tmin,282
blm5kidd,2021-04-01,gridmet,tmin,271
blm5kidd,2021-04-02,gridmet,tmin,275.7000122
blm5kidd,2021-04-03,gridmet,tmin,275.3999939
blm5kidd,2021-04-04,gridmet,tmin,276.1000061
blm5kidd,2021-04-05,gridmet,tmin,271.6000061
blm5kidd,2021-04-06,gridmet,tmin,270.8999939
blm5kidd,2021-04-07,gridmet,tmin,270.6000061
blm5kidd,2021-04-08,gridmet,tmin,265.1000061
blm5kidd,2021-04-09,gridmet,tmin,264.3999939
blm5kidd,2021-04-10,gridmet,tmin,264.1000061
blm5kidd,2021-04-11,gridmet,tmin,262.7000122
blm5kidd,2021-04-12,gridmet,tmin,263.5
blm5kidd,2021-04-13,gridmet,tmin,264.1000061
blm5kidd,2021-04-14,gridmet,tmin,264.1000061
blm5kidd,2021-04-15,gridmet,tmin,268.2999878
blm5kidd,2021-04-16,gridmet,tmin,268
blm5kidd,2021-04-17,gridmet,tmin,267.6000061
blm5kidd,2021-04-18,gridmet,tmin,269.2000122
blm5kidd,2021-04-19,gridmet,tmin,262.3999939
blm5kidd,2021-04-20,gridmet,tmin,261.7999878
blm5kidd,2021-04-21,gridmet,tmin,264.3999939
blm5kidd,2021-04-22,gridmet,tmin,269.8999939
blm5kidd,2021-04-23,gridmet,tmin,270.2000122
blm5kidd,2021-04-24,gridmet,tmin,273.3999939
blm5kidd,2021-04-25,gridmet,tmin,272.5
blm5kidd,2021-04-26,gridmet,tmin,271.8999939
blm5kidd,2021-04-27,gridmet,tmin,271.2999878
blm5kidd,2021-04-28,gridmet,tmin,274.2000122
blm5kidd,2021-04-29,gridmet,tmin,277.2999878
blm5kidd,2021-04-30,gridmet,tmin,279.7000122
blmangel,2021-04-01,gridmet,tmin,270.3999939
blmangel,2021-04-02,gridmet,tmin,273.5
blmangel,2021-04-03,gridmet,tmin,273.2000122
blmangel,2021-04-04,gridmet,tmin,275.2999878
blmangel,2021-04-05,gridmet,tmin,276.6000061
blmangel,2021-04-06,gridmet,tmin,271.7000122
blmangel,2021-04-07,gridmet,tmin,271.2999878
blmangel,2021-04-08,gridmet,tmin,271.8999939
blmangel,2021-04-09,gridmet,tmin,271.1000061
blmangel,2021-04-10,gridmet,tmin,273.7999878
blmangel,2021-04-11,gridmet,tmin,270.8999939
blmangel,2021-04-12,gridmet,tmin,269.2999878
blmangel,2021-04-13,gridmet,tmin,268.6000061
blmangel,2021-04-14,gridmet,tmin,269.3999939
blmangel,2021-04-15,gridmet,tmin,271.6000061
blmangel,2021-04-16,gridmet,tmin,268.3999939
blmangel,2021-04-17,gridmet,tmin,269.1000061
blmangel,2021-04-18,gridmet,tmin,268.2999878
blmangel,2021-04-19,gridmet,tmin,267.1000061
blmangel,2021-04-20,gridmet,tmin,266.7000122
blmangel,2021-04-21,gridmet,tmin,267.5
blmangel,2021-04-22,gridmet,tmin,271.1000061
blmangel,2021-04-23,gridmet,tmin,270.3999939
blmangel,2021-04-24,gridmet,tmin,272.3999939
blmangel,2021-04-25,gridmet,tmin,277.1000061
blmangel,2021-04-26,gridmet,tmin,273.6000061
blmangel,2021-04-27,gridmet,tmin,274.5
blmangel,2021-04-28,gridmet,tmin,278.1000061
blmangel,2021-04-29,gridmet,tmin,279.7999878
blmangel,2021-04-30,gridmet,tmin,280.7999878
blmbattl,2021-04-01,gridmet,tmin,267.1000061
blmbattl,2021-04-02,gridmet,tmin,277.3999939
blmbattl,2021-04-03,gridmet,tmin,278.3999939
blmbattl,2021-04-04,gridmet,tmin,278.2999878
blmbattl,2021-04-05,gridmet,tmin,276.2999878
blmbattl,2021-04-06,gridmet,tmin,272.8999939
blmbattl,2021-04-07,gridmet,tmin,271.7000122
blmbattl,2021-04-08,gridmet,tmin,272.2000122
blmbattl,2021-04-09,gridmet,tmin,270.1000061
blmbattl,2021-04-10,gridmet,tmin,270.6000061
blmbattl,2021-04-11,gridmet,tmin,270.2999878
blmbattl,2021-04-12,gridmet,tmin,268.8999939
blmbattl,2021-04-13,gridmet,tmin,267.7999878
blmbattl,2021-04-14,gridmet,tmin,267.6000061
blmbattl,2021-04-15,gridmet,tmin,267.8999939
blmbattl,2021-04-16,gridmet,tmin,269.5
blmbattl,2021-04-17,gridmet,tmin,269.6000061
blmbattl,2021-04-18,gridmet,tmin,267.6000061
blmbattl,2021-04-19,gridmet,tmin,267.7999878
blmbattl,2021-04-20,gridmet,tmin,265.7000122
blmbattl,2021-04-21,gridmet,tmin,266
blmbattl,2021-04-22,gridmet,tmin,268.2999878
blmbattl,2021-04-23,gridmet,tmin,267.7999878
blmbattl,2021-04-24,gridmet,tmin,269.3999939
blmbattl,2021-04-25,gridmet,tmin,271.1000061
blmbattl,2021-04-26,gridmet,tmin,276.8999939
blmbattl,2021-04-27,gridmet,tmin,275.7999878
blmbattl,2021-04-28,gridmet,tmin,274.8999939
blmbattl,2021-04-29,gridmet,tmin,277.2000122
blmbattl,2021-04-30,gridmet,tmin,280.1000061
blmbelfr,2021-04-01,gridmet,tmin,275.5
blmbelfr,2021-04-02,gridmet,tmin,277.8999939
blmbelfr,2021-04-03,gridmet,tmin,275.2999878
blmbelfr,2021-04-04,gridmet,tmin,274.1000061
blmbelfr,2021-04-05,gridmet,tmin,273.3999939
blmbelfr,2021-04-06,gridmet,tmin,272.7999878
blmbelfr,2021-04-07,gridmet,tmin,274.2000122
blmbelfr,2021-04-08,gridmet,tmin,273
blmbelfr,2021-04-09,gridmet,tmin,272
blmbelfr,2021-04-10,gridmet,tmin,269.3999939
blmbelfr,2021-04-11,gridmet,tmin,270
blmbelfr,2021-04-12,gridmet,tmin,269.5
blmbelfr,2021-04-13,gridmet,tmin,268.8999939
blmbelfr,2021-04-14,gridmet,tmin,269.5
blmbelfr,2021-04-15,gridmet,tmin,270.2000122
blmbelfr,2021-04-16,gridmet,tmin,270.5
blmbelfr,2021-04-17,gridmet,tmin,271.2000122
blmbelfr,2021-04-18,gridmet,tmin,269.5
blmbelfr,2021-04-19,gridmet,tmin,268.5
blmbelfr,2021-04-20,gridmet,tmin,265.7000122
blmbelfr,2021-04-21,gridmet,tmin,267
blmbelfr,2021-04-22,gridmet,tmin,271.2999878
blmbelfr,2021-04-23,gridmet,tmin,271.5
blmbelfr,2021-04-24,gridmet,tmin,273.7999878
blmbelfr,2021-04-25,gridmet,tmin,274.7000122
blmbelfr,2021-04-26,gridmet,tmin,272.2000122
blmbelfr,2021-04-27,gridmet,tmin,271.7999878
blmbelfr,2021-04-28,gridmet,tmin,275.3999939
blmbelfr,2021-04-29,gridmet,tmin,279.6000061
blmbelfr,2021-04-30,gridmet,tmin,280.3999939
blmbroad,2021-04-01,gridmet,tmin,271.5
blmbroad,2021-04-02,gridmet,tmin,274.1000061
blmbroad,2021-04-03,gridmet,tmin,276.6000061
blmbroad,2021-04-04,gridmet,tmin,275.7999878
blmbroad,2021-04-05,gridmet,tmin,274.8999939
blmbroad,2021-04-06,gridmet,tmin,273
blmbroad,2021-04-07,gridmet,tmin,273.2000122
blmbroad,2021-04-08,gridmet,tmin,273.2000122
blmbroad,2021-04-09,gridmet,tmin,272.7000122
blmbroad,2021-04-10,gridmet,tmin,272.7000122
blmbroad,2021-04-11,gridmet,tmin,271.2999878
blmbroad,2021-04-12,gridmet,tmin,268.1000061
blmbroad,2021-04-13,gridmet,tmin,268.3999939
blmbroad,2021-04-14,gridmet,tmin,269.2000122
blmbroad,2021-04-15,gridmet,tmin,270.8999939
blmbroad,2021-04-16,gridmet,tmin,270.7000122
blmbroad,2021-04-17,gridmet,tmin,270.5
blmbroad,2021-04-18,gridmet,tmin,269.2999878
blmbroad,2021-04-19,gridmet,tmin,268
blmbroad,2021-04-20,gridmet,tmin,266.2000122
blmbroad,2021-04-21,gridmet,tmin,266.3999939
blmbroad,2021-04-22,gridmet,tmin,271.1000061
blmbroad,2021-04-23,gridmet,tmin,270.3999939
blmbroad,2021-04-24,gridmet,tmin,271.1000061
blmbroad,2021-04-25,gridmet,tmin,273.7000122
blmbroad,2021-04-26,gridmet,tmin,278.1000061
blmbroad,2021-04-27,gridmet,tmin,276.7000122
blmbroad,2021-04-28,gridmet,tmin,276.6000061
blmbroad,2021-04-29,gridmet,tmin,278.6000061
blmbroad,2021-04-30,gridmet,tmin,281.7000122
blmcapit,2021-04-01,gridmet,tmin,264.6000061
blmcapit,2021-04-02,gridmet,tmin,274.7000122
blmcapit,2021-04-03,gridmet,tmin,275.5
blmcapit,2021-04-04,gridmet,tmin,276.2999878
blmcapit,2021-04-05,gridmet,tmin,275.6000061
blmcapit,2021-04-06,gridmet,tmin,271.8999939
blmcapit,2021-04-07,gridmet,tmin,269.7000122
blmcapit,2021-04-08,gridmet,tmin,269.7000122
blmcapit,2021-04-09,gridmet,tmin,267.5
blmcapit,2021-04-10,gridmet,tmin,268.3999939
blmcapit,2021-04-11,gridmet,tmin,270.5
blmcapit,2021-04-12,gridmet,tmin,268.5
blmcapit,2021-04-13,gridmet,tmin,267.1000061
blmcapit,2021-04-14,gridmet,tmin,266.7000122
blmcapit,2021-04-15,gridmet,tmin,266.6000061
blmcapit,2021-04-16,gridmet,tmin,267.8999939
blmcapit,2021-04-17,gridmet,tmin,268.3999939
blmcapit,2021-04-18,gridmet,tmin,267.6000061
blmcapit,2021-04-19,gridmet,tmin,268.1000061
blmcapit,2021-04-20,gridmet,tmin,265.1000061
blmcapit,2021-04-21,gridmet,tmin,265.1000061
blmcapit,2021-04-22,gridmet,tmin,267.7999878
blmcapit,2021-04-23,gridmet,tmin,268.1000061
blmcapit,2021-04-24,gridmet,tmin,269.1000061
blmcapit,2021-04-25,gridmet,tmin,272
blmcapit,2021-04-26,gridmet,tmin,276.8999939
blmcapit,2021-04-27,gridmet,tmin,274
blmcapit,2021-04-28,gridmet,tmin,275.8999939
blmcapit,2021-04-29,gridmet,tmin,277.6000061
blmcapit,2021-04-30,gridmet,tmin,279.7999878
blmfortp,2021-04-01,gridmet,tmin,272.3999939
blmfortp,2021-04-02,gridmet,tmin,275.6000061
blmfortp,2021-04-03,gridmet,tmin,273.7000122
blmfortp,2021-04-04,gridmet,tmin,274.2999878
blmfortp,2021-04-05,gridmet,tmin,275.5
blmfortp,2021-04-06,gridmet,tmin,272
blmfortp,2021-04-07,gridmet,tmin,272
blmfortp,2021-04-08,gridmet,tmin,273.2999878
blmfortp,2021-04-09,gridmet,tmin,271.8999939
blmfortp,2021-04-10,gridmet,tmin,273.8999939
blmfortp,2021-04-11,gridmet,tmin,270.3999939
blmfortp,2021-04-12,gridmet,tmin,269.3999939
blmfortp,2021-04-13,gridmet,tmin,268.7000122
blmfortp,2021-04-14,gridmet,tmin,268.7000122
blmfortp,2021-04-15,gridmet,tmin,270.8999939
blmfortp,2021-04-16,gridmet,tmin,269.7000122
blmfortp,2021-04-17,gridmet,tmin,269.3999939
blmfortp,2021-04-18,gridmet,tmin,266.3999939
blmfortp,2021-04-19,gridmet,tmin,266.6000061
blmfortp,2021-04-20,gridmet,tmin,266.7999878
blmfortp,2021-04-21,gridmet,tmin,267.7999878
blmfortp,2021-04-22,gridmet,tmin,270.2999878
blmfortp,2021-04-23,gridmet,tmin,269.1000061
blmfortp,2021-04-24,gridmet,tmin,271.6000061
blmfortp,2021-04-25,gridmet,tmin,275.3999939
blmfortp,2021-04-26,gridmet,tmin,273.7999878
blmfortp,2021-04-27,gridmet,tmin,274.6000061
blmfortp,2021-04-28,gridmet,tmin,276.5
blmfortp,2021-04-29,gridmet,tmin,278.1000061
blmfortp,2021-04-30,gridmet,tmin,282.3999939
blmglend,2021-04-01,gridmet,tmin,272.7000122
blmglend,2021-04-02,gridmet,tmin,276.2000122
blmglend,2021-04-03,gridmet,tmin,275.6000061
blmglend,2021-04-04,gridmet,tmin,275.8999939
blmglend,2021-04-05,gridmet,tmin,278.1000061
blmglend,2021-04-06,gridmet,tmin,272.6000061
blmglend,2021-04-07,gridmet,tmin,271.5
blmglend,2021-04-08,gridmet,tmin,276
blmglend,2021-04-09,gridmet,tmin,274.2000122
blmglend,2021-04-10,gridmet,tmin,274.7000122
blmglend,2021-04-11,gridmet,tmin,272.1000061
blmglend,2021-04-12,gridmet,tmin,269
blmglend,2021-04-13,gridmet,tmin,269.2000122
blmglend,2021-04-14,gridmet,tmin,269.1000061
blmglend,2021-04-15,gridmet,tmin,272.2000122
blmglend,2021-04-16,gridmet,tmin,268.1000061
blmglend,2021-04-17,gridmet,tmin,267.7000122
blmglend,2021-04-18,gridmet,tmin,268.7999878
blmglend,2021-04-19,gridmet,tmin,268.1000061
blmglend,2021-04-20,gridmet,tmin,265.7000122
blmglend,2021-04-21,gridmet,tmin,266.3999939
blmglend,2021-04-22,gridmet,tmin,271.2000122
blmglend,2021-04-23,gridmet,tmin,270.2000122
blmglend,2021-04-24,gridmet,tmin,270
blmglend,2021-04-25,gridmet,tmin,275.2000122
blmglend,2021-04-26,gridmet,tmin,274.6000061
blmglend,2021-04-27,gridmet,tmin,274.2999878
blmglend,2021-04-28,gridmet,tmin,277.8999939
blmglend,2021-04-29,gridmet,tmin,279.7999878
blmglend,2021-04-30,gridmet,tmin,282.5
blmglnor,2021-04-01,gridmet,tmin,272.5
blmglnor,2021-04-02,gridmet,tmin,277.8999939
blmglnor,2021-04-03,gridmet,tmin,278.3999939
blmglnor,2021-04-04,gridmet,tmin,276.8999939
blmglnor,2021-04-05,gridmet,tmin,274
blmglnor,2021-04-06,gridmet,tmin,274.3999939
blmglnor,2021-04-07,gridmet,tmin,274.8999939
blmglnor,2021-04-08,gridmet,tmin,270.1000061
blmglnor,2021-04-09,gridmet,tmin,269.6000061
blmglnor,2021-04-10,gridmet,tmin,272.5
